Contact ID,Contact Name,GHL Contact ID,CSV Amount,CSV Date,CSV Source,Correct Donation ID,Correct Donation Date,Correct Donation Campaign,Orphan Donation ID,Orphan Date,Orphan Campaign,Orphan Campaign ID,Action
28014,Lawrence Forte,GSGATjjPI5YbukpzMdjv,10.00,2025-04-15,New Invoice,134395,2025-04-15,None,43317,2025-04-07,None,,Delete
28014,Lawrence Forte,GSGATjjPI5YbukpzMdjv,10.00,2025-04-15,New Invoice,134395,2025-04-15,None,135863,2025-12-26,CH25,855,Transfer campaign then delete
39423,No Name,a5mHuHSI0uiCZer5IifJ,6.94,2025-04-15,New Invoice,134397,2025-04-15,None,102796,2025-04-07,Maos Chitim 2025,470,Transfer campaign then delete
30081,Lawrence Fleck,Lw5fTsnl1ReFCcaeu7K2,18.00,2025-04-15,New Invoice,134398,2025-04-15,None,56676,2025-04-07,None,,Delete
30081,Lawrence Fleck,Lw5fTsnl1ReFCcaeu7K2,18.00,2025-04-15,New Invoice,134398,2025-04-15,None,101433,2025-10-01,RH25,475,Transfer campaign then delete
30081,Lawrence Fleck,Lw5fTsnl1ReFCcaeu7K2,18.00,2025-04-15,New Invoice,134398,2025-04-15,None,133216,2025-10-05,None,,Delete
26148,Abraham Zipper,c5Mxgn1k42COekmBIYeY,18.00,2025-04-15,New Invoice,136366,2025-04-15,946,102798,2025-04-07,Maos Chitim 2025,470,Delete
25633,Miriam Cohen,ATgzGcBNMeqn9Z4iAAVw,18.00,2025-04-15,New Invoice,134401,2025-04-15,None,28475,2025-04-07,None,,Delete
25633,Miriam Cohen,ATgzGcBNMeqn9Z4iAAVw,18.00,2025-04-15,New Invoice,134401,2025-04-15,None,134732,2025-03-26,None,,Delete
25623,Zvi Bloom,AswoEXzJrx9Lo9FJ1QXz,600.00,2025-04-15,New Invoice,134402,2025-04-15,None,28371,2025-06-08,None,,Delete
25623,Zvi Bloom,AswoEXzJrx9Lo9FJ1QXz,600.00,2025-04-15,New Invoice,134402,2025-04-15,None,28373,2025-04-07,None,,Delete
25623,Zvi Bloom,AswoEXzJrx9Lo9FJ1QXz,600.00,2025-04-15,New Invoice,134402,2025-04-15,None,134060,2025-06-13,None,,Delete
25623,Zvi Bloom,AswoEXzJrx9Lo9FJ1QXz,600.00,2025-04-15,New Invoice,134402,2025-04-15,None,134147,2025-05-14,None,,Delete
29340,Israel Sherman,k0wBxznsW2sNraVY4Uru,200.00,2025-04-15,New Invoice,134403,2025-04-15,None,51774,2025-06-10,None,,Delete
29340,Israel Sherman,k0wBxznsW2sNraVY4Uru,200.00,2025-04-15,New Invoice,134403,2025-04-15,None,51776,2025-04-07,None,,Delete
29340,Israel Sherman,k0wBxznsW2sNraVY4Uru,200.00,2025-04-15,New Invoice,134403,2025-04-15,None,51779,2025-01-13,None,,Delete
29340,Israel Sherman,k0wBxznsW2sNraVY4Uru,200.00,2025-04-15,New Invoice,134403,2025-04-15,None,100611,2025-11-06,Recurring,472,Transfer campaign then delete
29340,Israel Sherman,k0wBxznsW2sNraVY4Uru,200.00,2025-04-15,New Invoice,134403,2025-04-15,None,100632,2025-10-15,Recurring,472,Transfer campaign then delete
29340,Israel Sherman,k0wBxznsW2sNraVY4Uru,200.00,2025-04-15,New Invoice,134403,2025-04-15,None,100651,2025-09-09,Recurring,472,Transfer campaign then delete
29340,Israel Sherman,k0wBxznsW2sNraVY4Uru,200.00,2025-04-15,New Invoice,134403,2025-04-15,None,100683,2025-08-07,Recurring,472,Transfer campaign then delete
29340,Israel Sherman,k0wBxznsW2sNraVY4Uru,200.00,2025-04-15,New Invoice,134403,2025-04-15,None,100691,2025-07-08,Recurring,472,Transfer campaign then delete
29340,Israel Sherman,k0wBxznsW2sNraVY4Uru,200.00,2025-04-15,New Invoice,134403,2025-04-15,None,132650,2025-12-09,None,,Delete
29340,Israel Sherman,k0wBxznsW2sNraVY4Uru,200.00,2025-04-15,New Invoice,134403,2025-04-15,None,132795,2025-11-10,None,,Delete
29340,Israel Sherman,k0wBxznsW2sNraVY4Uru,200.00,2025-04-15,New Invoice,134403,2025-04-15,None,132941,2025-10-20,None,,Delete
29340,Israel Sherman,k0wBxznsW2sNraVY4Uru,200.00,2025-04-15,New Invoice,134403,2025-04-15,None,133599,2025-09-17,None,,Delete
29340,Israel Sherman,k0wBxznsW2sNraVY4Uru,200.00,2025-04-15,New Invoice,134403,2025-04-15,None,133722,2025-08-12,None,,Delete
29340,Israel Sherman,k0wBxznsW2sNraVY4Uru,200.00,2025-04-15,New Invoice,134403,2025-04-15,None,133868,2025-07-24,None,,Delete
29340,Israel Sherman,k0wBxznsW2sNraVY4Uru,200.00,2025-04-15,New Invoice,134403,2025-04-15,None,134040,2025-06-13,None,,Delete
29340,Israel Sherman,k0wBxznsW2sNraVY4Uru,200.00,2025-04-15,New Invoice,134403,2025-04-15,None,134192,2025-05-06,None,,Delete
29340,Israel Sherman,k0wBxznsW2sNraVY4Uru,200.00,2025-04-15,New Invoice,134403,2025-04-15,None,134799,2025-03-13,None,,Delete
29022,Herbert Friedman,JCbXx6tgKzvcZxnAFAD1,36.00,2025-04-15,New Invoice,136367,2025-04-15,946,49764,2025-04-07,None,,Delete
29022,Herbert Friedman,JCbXx6tgKzvcZxnAFAD1,36.00,2025-04-15,New Invoice,136367,2025-04-15,946,133409,2025-09-30,None,,Delete
32982,William Spilka,t4wTO0fc2CObXh9zqedS,50.00,2025-04-15,New Invoice,134405,2025-04-15,None,74948,2025-04-07,None,,Delete
24288,Jeffrey Peltzer,55DVUVikpwLMs6KuIjmc,40.00,2025-04-15,New Invoice,134406,2025-04-15,None,19929,2025-04-07,None,,Delete
31090,Mr. & Mrs. Samuel Lercher,oGHprvFYWcmuWp5jHBLu,5.00,2025-04-15,New Invoice,134408,2025-04-15,None,100405,2025-04-07,Maos Chitim 2025,470,Transfer campaign then delete
31090,Mr. & Mrs. Samuel Lercher,oGHprvFYWcmuWp5jHBLu,5.00,2025-04-15,New Invoice,134408,2025-04-15,None,133388,2025-09-30,None,,Delete
25178,Mr. & Mrs. Jay Fenster,9i2w0YiIrIMhTkkk6M03,180.00,2025-04-15,New Invoice,134409,2025-04-15,None,100406,2025-04-07,Maos Chitim 2025,470,Transfer campaign then delete
27968,Mr. & Mrs. Harold Einsidler,GPAhfgo3aHTbOe4ILFba,10.00,2025-04-15,New Invoice,136368,2025-04-15,946,100407,2025-04-07,Maos Chitim 2025,470,Delete
34036,Susan Fruchter,vt01qo24IWRS9I4v7nTW,18.00,2025-04-15,New Invoice,134411,2025-04-15,None,100408,2025-04-07,Maos Chitim 2025,470,Transfer campaign then delete
27818,Mr. & Mrs. Kenneth Maltz,Gdc9uRplRXQuEyFPkZ9t,36.00,2025-04-15,New Invoice,134412,2025-04-15,None,100409,2025-04-07,Maos Chitim 2025,470,Transfer campaign then delete
27329,Michael Morgenstern,f4p5SklQENDQX1sJhLww,10.00,2025-04-15,New Invoice,134413,2025-04-15,None,38767,2025-04-07,None,,Delete
27240,Fariba Hourizadeh,EVXeIK6flra0En2nURyC,100.00,2025-04-15,New Invoice,136369,2025-04-15,946,38348,2025-04-27,Maos Chitim 2025,470,Delete
27240,Fariba Hourizadeh,EVXeIK6flra0En2nURyC,100.00,2025-04-15,New Invoice,136369,2025-04-15,946,38349,2025-04-07,Maos Chitim 2025,470,Delete
27240,Fariba Hourizadeh,EVXeIK6flra0En2nURyC,100.00,2025-04-15,New Invoice,136369,2025-04-15,946,136329,2025-05-05,New Invoice,946,Delete
31296,Steven Blobstein,owiBMoWDYz4mvTHA2mRu,36.00,2025-04-15,New Invoice,134415,2025-04-15,None,64441,2025-04-07,None,,Delete
31296,Steven Blobstein,owiBMoWDYz4mvTHA2mRu,36.00,2025-04-15,New Invoice,134415,2025-04-15,None,132540,2025-11-17,RH25,475,Transfer campaign then delete
31296,Steven Blobstein,owiBMoWDYz4mvTHA2mRu,36.00,2025-04-15,New Invoice,134415,2025-04-15,None,132756,2025-11-26,None,,Delete
31833,Joseph Lauer,qAp4aGg2pR8Ojn3KD82n,10.00,2025-04-15,New Invoice,134416,2025-04-15,None,67781,2025-04-07,None,,Delete
31833,Joseph Lauer,qAp4aGg2pR8Ojn3KD82n,10.00,2025-04-15,New Invoice,134416,2025-04-15,None,101406,2025-10-02,RH25,475,Transfer campaign then delete
31833,Joseph Lauer,qAp4aGg2pR8Ojn3KD82n,10.00,2025-04-15,New Invoice,134416,2025-04-15,None,133168,2025-10-17,None,,Delete
33767,Sarah Schlesinger,V6XlMBwb8AKcATBaBWLn,18.00,2025-04-15,New Invoice,134417,2025-04-15,None,80241,2025-04-07,None,,Delete
33767,Sarah Schlesinger,V6XlMBwb8AKcATBaBWLn,18.00,2025-04-15,New Invoice,134417,2025-04-15,None,80242,2025-01-07,None,,Delete
33767,Sarah Schlesinger,V6XlMBwb8AKcATBaBWLn,18.00,2025-04-15,New Invoice,134417,2025-04-15,None,101407,2025-10-02,RH25,475,Transfer campaign then delete
33767,Sarah Schlesinger,V6XlMBwb8AKcATBaBWLn,18.00,2025-04-15,New Invoice,134417,2025-04-15,None,133169,2025-10-17,None,,Delete
35218,Saul j. Erlbaum,YuDlyUrI9VXLwo4dSQaX,100.00,2025-04-15,New Invoice,134418,2025-04-15,None,89209,2025-04-07,None,,Delete
27209,Mr. & Mrs. Evan Torczyner,EtJEsckl4ZGiC3CtFXmA,100.00,2025-04-15,New Invoice,136372,2025-04-15,946,100418,2025-04-07,Maos Chitim 2025,470,Delete
29785,Barry Openden,L4LGweTOiy9TcFHazHcH,36.00,2025-04-15,New Invoice,136373,2025-04-15,946,54785,2025-04-07,None,,Delete
30038,Jerry Posnick,lSCSb2zpqxbEqSJEISG5,180.00,2025-04-15,New Invoice,134421,2025-04-15,None,100420,2025-04-07,Maos Chitim 2025,470,Transfer campaign then delete
28355,Nedra Feldman,Hn0D2Uh0nVhDIzXtT395,54.00,2025-04-15,New Invoice,134422,2025-04-15,None,45704,2025-04-07,None,,Delete
26572,Mr. & Mrs. Seymour Wigod,d8Qh5b6dRWldDghSapnP,10.00,2025-04-15,New Invoice,134423,2025-04-15,None,100422,2025-04-07,Maos Chitim 2025,470,Transfer campaign then delete
26572,Mr. & Mrs. Seymour Wigod,d8Qh5b6dRWldDghSapnP,10.00,2025-04-15,New Invoice,134423,2025-04-15,None,101313,2025-10-05,RH25,475,Delete
26572,Mr. & Mrs. Seymour Wigod,d8Qh5b6dRWldDghSapnP,10.00,2025-04-15,New Invoice,134423,2025-04-15,None,135844,2025-12-26,CH25,855,Delete
26572,Mr. & Mrs. Seymour Wigod,d8Qh5b6dRWldDghSapnP,10.00,2025-04-15,New Invoice,134423,2025-04-15,None,133032,2025-10-20,None,,Delete
32382,Judith Fulda,rNpXcTYYuAbRWYV7Au80,25.00,2025-04-15,New Invoice,134424,2025-04-15,None,71115,2025-04-07,None,,Delete
29008,Barry Badner,jay0ypcZ9Xs59eOGaqsV,100.00,2025-04-15,New Invoice,136374,2025-04-15,946,49451,2025-04-07,None,,Delete
29008,Barry Badner,jay0ypcZ9Xs59eOGaqsV,100.00,2025-04-15,New Invoice,136374,2025-04-15,946,135848,2025-12-26,CH25,855,Delete
25786,Richard Auman,BaqJb6viHVz1ZBE704cH,10.00,2025-04-15,New Invoice,134427,2025-04-15,None,29225,2025-04-07,None,,Delete
30761,Stanley Tanzer,NlHzIiwqFDKwTQbcC3Kc,18.00,2025-04-15,New Invoice,134430,2025-04-15,None,61081,2025-04-07,None,,Delete
32482,Rabbi Elia Solomon,Rv5MBwOCnAuteGGQSDg5,5.00,2025-04-15,New Invoice,136376,2025-04-15,946,100430,2025-04-07,Maos Chitim 2025,470,Delete
26446,Moshe Mansour,CUxR0iCccInfFDz2t8BC,10.00,2025-04-15,New Invoice,134432,2025-04-15,None,33594,2025-04-07,None,,Delete
24163,Rabbi & Mrs. Samuel Bialik,4J8j8hmzExHUhLOuUN2l,18.00,2025-04-15,New Invoice,134435,2025-04-15,None,100434,2025-04-07,Maos Chitim 2025,470,Transfer campaign then delete
29648,Alan Blumenthal,KSy9nsrcQqnu84MdHkrS,18.00,2025-04-15,New Invoice,136379,2025-04-15,946,54068,2025-04-07,None,,Delete
29648,Alan Blumenthal,KSy9nsrcQqnu84MdHkrS,18.00,2025-04-15,New Invoice,136379,2025-04-15,946,135943,2025-12-29,CH25,855,Delete
30877,Mr. & Mrs. Elliot Katz,nTCVYOKEPE6dr7tHLQty,18.00,2025-04-15,New Invoice,134437,2025-04-15,None,100436,2025-04-07,Maos Chitim 2025,470,Transfer campaign then delete
52883,Gary Berman,AncKMXxacRow9FP7vbu9,36.00,2025-04-15,New Invoice,136380,2025-04-15,946,136164,2025-10-05,New Invoice,946,Delete
33706,Ian Spatz,uyDhly5cngxNWk1ZqG7Z,36.00,2025-04-15,New Invoice,136381,2025-04-15,946,79924,2025-04-07,None,,Delete
34072,Steven Elkin,VWzgAHpHVHumBbmjsgyF,26.00,2025-04-15,New Invoice,134439,2025-04-15,None,82204,2025-04-07,None,,Delete
27249,Mendel Vim,EWipBe53nKYoCGrPwpNi,180.00,2025-04-14,New Invoice,134442,2025-04-14,None,38385,2025-04-07,None,,Delete
29774,Theodore Gelernter,L3FUNuMulY44Z0VFiPL1,36.00,2025-04-14,New Invoice,134445,2025-04-14,None,54759,2025-04-07,None,,Delete
25419,Rabbi & Mrs. Alan Hoffman,AEF4OSQi1N255wlZgSsi,18.00,2025-04-14,New Invoice,134446,2025-04-14,470,101319,2025-10-05,RH25,475,Delete
25419,Rabbi & Mrs. Alan Hoffman,AEF4OSQi1N255wlZgSsi,18.00,2025-04-14,New Invoice,134446,2025-04-14,470,135869,2025-12-26,CH25,855,Delete
25419,Rabbi & Mrs. Alan Hoffman,AEF4OSQi1N255wlZgSsi,18.00,2025-04-14,New Invoice,134446,2025-04-14,470,136077,2025-10-20,New Invoice,946,Delete
33375,H Saslow,u90M8cRJk2rO0vike6iA,25.00,2025-04-14,New Invoice,136383,2025-04-14,946,77536,2025-04-07,None,,Delete
29447,Phyllis Shechet,KDsSPewQoqCl2Fqp7SKK,5.00,2025-04-14,New Invoice,134449,2025-04-14,None,52574,2025-04-07,None,,Delete
34852,Pinchos Yurowitz,xwVPq2TNVEG3sKh6PKvv,5.00,2025-04-14,New Invoice,134450,2025-04-14,None,86905,2025-04-07,None,,Delete
29473,Howard Evans,KfmQs3HqCeJknNdJeYcB,72.00,2025-04-14,New Invoice,136385,2025-04-14,946,52745,2025-04-07,None,,Delete
29473,Howard Evans,KfmQs3HqCeJknNdJeYcB,72.00,2025-04-14,New Invoice,136385,2025-04-14,946,101257,2025-10-15,RH25,475,Delete
29473,Howard Evans,KfmQs3HqCeJknNdJeYcB,72.00,2025-04-14,New Invoice,136385,2025-04-14,946,136049,2025-10-20,New Invoice,946,Delete
33226,Ira Rapps,tRQYxmojSX96tVhye9Qb,18.00,2025-04-14,New Invoice,136386,2025-04-14,946,76512,2025-04-07,None,,Delete
33226,Ira Rapps,tRQYxmojSX96tVhye9Qb,18.00,2025-04-14,New Invoice,136386,2025-04-14,946,132901,2025-10-23,None,,Delete
29522,Avi Litwin,kIZAQ9ruDeCFfWGdgf6M,26.00,2025-04-14,New Invoice,136387,2025-04-14,946,52974,2025-04-07,None,,Delete
33038,Bernard Orlan,TbiEGcotku5IOJdNNiaO,35.00,2025-04-14,New Invoice,136388,2025-04-14,946,75253,2025-04-07,None,,Delete
35450,Norman Misher,ZiWoHpLlC3or0r3f9Xoi,50.00,2025-04-14,New Invoice,134458,2025-04-14,None,90752,2025-04-07,None,,Delete
26284,Sylvan Zeidman,CIjMo1i9RJ3yHJD3IA9w,10.00,2025-04-14,New Invoice,134461,2025-04-14,None,32668,2025-04-07,None,,Delete
32655,Mr. & Mrs. Lee Lasher,Sd5glAzXN4DWw6RXuCT9,72.00,2025-04-14,New Invoice,134462,2025-04-14,None,100461,2025-04-07,Maos Chitim 2025,470,Transfer campaign then delete
32655,Mr. & Mrs. Lee Lasher,Sd5glAzXN4DWw6RXuCT9,72.00,2025-04-14,New Invoice,134462,2025-04-14,None,133391,2025-09-30,None,,Delete
30255,Rivka Yaged,MdDo6xdYZt5KspEhDvAe,36.00,2025-04-14,New Invoice,134463,2025-04-14,None,57686,2025-04-07,None,,Delete
28871,Rhoda Berger,iWHxktlsNfbOLCQWrTHp,18.00,2025-04-14,New Invoice,134464,2025-04-14,None,48823,2025-04-07,None,,Delete
30989,Nathan Katz,o5B5UJJBgDqnHjSL97DH,36.00,2025-04-14,New Invoice,134465,2025-04-14,None,62287,2025-04-07,None,,Delete
30750,Elyas Dardashty,nkkqF4TihZJj8Fr6tVLI,36.00,2025-04-14,New Invoice,134466,2025-04-14,None,60936,2025-04-07,None,,Delete
25913,Philip Klein,bKPukIqiLHWZkT5IznAD,72.00,2025-04-14,New Invoice,134467,2025-04-14,None,29876,2025-04-07,None,,Delete
33695,Robert Glotzer,uXhOxfx0ZnfbYbB8rDmL,20.00,2025-04-14,New Invoice,134469,2025-04-14,None,79734,2025-04-07,None,,Delete
33994,Mr. & Mrs. Leonard Goldsmith,VPt1k6qlKXNvWfR1sZ1P,100.00,2025-04-14,New Invoice,134470,2025-04-14,None,100469,2025-04-07,Maos Chitim 2025,470,Transfer campaign then delete
27837,Morris Jutcovich,gEmiEyN8Li6RChdBSLf4,36.00,2025-04-14,New Invoice,134472,2025-04-14,None,41857,2025-04-07,None,,Delete
27837,Morris Jutcovich,gEmiEyN8Li6RChdBSLf4,36.00,2025-04-14,New Invoice,134472,2025-04-14,None,92208,2025-01-08,None,,Delete
27837,Morris Jutcovich,gEmiEyN8Li6RChdBSLf4,36.00,2025-04-14,New Invoice,134472,2025-04-14,None,101475,2025-10-01,RH25,475,Transfer campaign then delete
27837,Morris Jutcovich,gEmiEyN8Li6RChdBSLf4,36.00,2025-04-14,New Invoice,134472,2025-04-14,None,133264,2025-10-05,None,,Delete
24761,Mr. & Mrs. David Golkin,7HqaBlOTkDxxOAKRuYps,36.00,2025-04-14,New Invoice,136390,2025-04-14,946,100472,2025-04-07,Maos Chitim 2025,470,Delete
24761,Mr. & Mrs. David Golkin,7HqaBlOTkDxxOAKRuYps,36.00,2025-04-14,New Invoice,136390,2025-04-14,946,101235,2025-10-15,RH25,475,Delete
24761,Mr. & Mrs. David Golkin,7HqaBlOTkDxxOAKRuYps,36.00,2025-04-14,New Invoice,136390,2025-04-14,946,136041,2025-10-20,New Invoice,946,Delete
24761,Mr. & Mrs. David Golkin,7HqaBlOTkDxxOAKRuYps,36.00,2025-04-14,New Invoice,136390,2025-04-14,946,23243,2025-06-29,CF25,254,Delete
26338,Dr. & Mrs. Steven Schuss,CmWbstyoMykjSRrlAGhh,18.00,2025-04-14,New Invoice,134474,2025-04-14,None,100473,2025-04-07,Maos Chitim 2025,470,Transfer campaign then delete
26338,Dr. & Mrs. Steven Schuss,CmWbstyoMykjSRrlAGhh,18.00,2025-04-14,New Invoice,134474,2025-04-14,None,101507,2025-09-28,RH25,475,Delete
26338,Dr. & Mrs. Steven Schuss,CmWbstyoMykjSRrlAGhh,18.00,2025-04-14,New Invoice,134474,2025-04-14,None,133345,2025-10-01,None,,Delete
23319,Mr. & Mrs. David Klein,0JdyFTNV7xHNYUrDjRSx,36.00,2025-04-14,New Invoice,136391,2025-04-14,946,100474,2025-04-07,Maos Chitim 2025,470,Delete
28812,Susan Goldenberg,irpS49se6GqYiOoEd0vw,12.00,2025-04-14,New Invoice,134476,2025-04-14,None,48315,2025-04-07,None,,Delete
32522,Elliot Kakon,rxiwkg2F6FIXWMoJPcQ0,18.00,2025-04-14,New Invoice,134478,2025-04-14,None,72067,2025-04-07,None,,Delete
32522,Elliot Kakon,rxiwkg2F6FIXWMoJPcQ0,18.00,2025-04-14,New Invoice,134478,2025-04-14,None,135926,2025-12-29,CH25,855,Transfer campaign then delete
28386,Eugene Brody,HPW1tl3CxkCVj6LRO6Ky,36.00,2025-04-14,New Invoice,136392,2025-04-14,946,45906,2025-04-07,Maos Chitim 2025,470,Delete
32296,Mr. Alex Novack,rg3NtGDhtIaMg7e5jBwE,18.00,2025-04-14,New Invoice,134480,2025-04-14,None,100479,2025-04-07,Maos Chitim 2025,470,Transfer campaign then delete
32527,Samuel Feintuch,rXTSBXBy4qdfCOFx5Rqf,10.00,2025-04-14,New Invoice,134481,2025-04-14,None,72097,2025-04-07,None,,Delete
23854,Keith Charytan,36xEoqnrocPFczNTsCkD,18.00,2025-04-14,New Invoice,134482,2025-04-14,None,17278,2025-04-07,None,,Delete
23854,Keith Charytan,36xEoqnrocPFczNTsCkD,18.00,2025-04-14,New Invoice,134482,2025-04-14,None,101485,2025-10-01,RH25,475,Transfer campaign then delete
23854,Keith Charytan,36xEoqnrocPFczNTsCkD,18.00,2025-04-14,New Invoice,134482,2025-04-14,None,135857,2025-12-26,CH25,855,Delete
23854,Keith Charytan,36xEoqnrocPFczNTsCkD,18.00,2025-04-14,New Invoice,134482,2025-04-14,None,133272,2025-10-05,None,,Delete
27916,David Jaffa,GlQTaApO2vxzion4UGN8,18.00,2025-04-14,New Invoice,136393,2025-04-14,946,42548,2025-04-07,None,,Delete
27916,David Jaffa,GlQTaApO2vxzion4UGN8,18.00,2025-04-14,New Invoice,136393,2025-04-14,946,101448,2025-10-01,RH25,475,Delete
27916,David Jaffa,GlQTaApO2vxzion4UGN8,18.00,2025-04-14,New Invoice,136393,2025-04-14,946,136148,2025-10-05,New Invoice,946,Delete
32817,William Pieprz,spNFqvmUlpdw2EuGYx9i,100.00,2025-04-14,New Invoice,134485,2025-04-14,None,74011,2025-04-07,None,,Delete
25826,L Levin,BCYC4C0cikZXenXnAJtj,18.00,2025-04-14,New Invoice,134487,2025-04-14,None,29508,2025-04-07,None,,Delete
25826,L Levin,BCYC4C0cikZXenXnAJtj,18.00,2025-04-14,New Invoice,134487,2025-04-14,None,101173,2025-10-27,RH25,475,Transfer campaign then delete
25826,L Levin,BCYC4C0cikZXenXnAJtj,18.00,2025-04-14,New Invoice,134487,2025-04-14,None,135957,2025-12-29,CH25,855,Delete
25826,L Levin,BCYC4C0cikZXenXnAJtj,18.00,2025-04-14,New Invoice,134487,2025-04-14,None,132854,2025-10-31,None,,Delete
24651,Ms. Ruth Merrill,6VObKaM3m4UrwQtW5etb,180.00,2025-04-14,New Invoice,134488,2025-04-14,None,100488,2025-04-07,Maos Chitim 2025,470,Transfer campaign then delete
27618,Morton Coleman,FS8db55tZm8bMEl2cNmn,36.00,2025-04-14,New Invoice,134489,2025-04-14,None,40384,2025-04-07,None,,Delete
28863,Michael Zidele,IVuZLdctF1iKk1AvKfAg,5.00,2025-04-14,New Invoice,134490,2025-04-14,None,48765,2025-04-07,None,,Delete
33283,Ms. Tanhia Frydman,twmMraaSUBlFYOnJaI1P,36.00,2025-04-14,New Invoice,134491,2025-04-14,None,100491,2025-04-07,Maos Chitim 2025,470,Transfer campaign then delete
27670,Bathsheba Rottenberg,FWCGj41Xadq9YAElI0mw,10.00,2025-04-14,New Invoice,136395,2025-04-14,946,40770,2025-04-07,None,,Delete
27670,Bathsheba Rottenberg,FWCGj41Xadq9YAElI0mw,10.00,2025-04-14,New Invoice,136395,2025-04-14,946,101186,2025-09-28,RH25,475,Delete
27670,Bathsheba Rottenberg,FWCGj41Xadq9YAElI0mw,10.00,2025-04-14,New Invoice,136395,2025-04-14,946,136182,2025-10-01,New Invoice,946,Delete
30450,Golda Cohen,Mtqp4vEPlaJNeug3BLWM,5.00,2025-04-14,New Invoice,136396,2025-04-14,946,59008,2025-04-07,None,,Delete
23883,Larry Golzman,3DABzqNBXoEAb0nSufOh,50.00,2025-04-14,New Invoice,134494,2025-04-14,None,17513,2025-04-07,None,,Delete
34147,Mr. & Mrs. David Krieger,W76ISLeN8LOjQMgsObYb,20.00,2025-04-14,New Invoice,136397,2025-04-14,946,100495,2025-04-07,Maos Chitim 2025,470,Delete
27468,Carol Gertel,FgDLstE9bAPhAZrn2zPp,18.00,2025-04-14,New Invoice,136398,2025-04-14,946,39548,2025-04-07,None,,Delete
27468,Carol Gertel,FgDLstE9bAPhAZrn2zPp,18.00,2025-04-14,New Invoice,136398,2025-04-14,946,135860,2025-12-26,CH25,855,Delete
31112,Murray Markowitz,OhEhMFvLmXzswujoWMuQ,25.00,2025-04-14,New Invoice,134498,2025-04-14,None,63133,2025-04-07,None,,Delete
27516,Stephen Moskovits,fjwAfaa3Zui4MMrFjlxe,36.00,2025-04-14,New Invoice,134500,2025-04-14,None,39816,2025-04-07,None,,Delete
25993,Abraham Zeif,broFGe7vslTZIaksk0rk,18.00,2025-04-14,New Invoice,136401,2025-04-14,946,30595,2025-04-07,None,,Delete
31028,Eli Yarmish,oaHff3X9EJNLqZlclCBE,18.00,2025-04-14,New Invoice,136402,2025-04-14,946,62566,2025-04-07,Maos Chitim 2025,470,Delete
23952,Chaim Bernstein,3n27Vqv2OwExmYUaJIIR,36.00,2025-04-14,New Invoice,136403,2025-04-14,946,17961,2025-04-07,None,,Delete
23952,Chaim Bernstein,3n27Vqv2OwExmYUaJIIR,36.00,2025-04-14,New Invoice,136403,2025-04-14,946,101464,2025-10-01,RH25,475,Delete
23952,Chaim Bernstein,3n27Vqv2OwExmYUaJIIR,36.00,2025-04-14,New Invoice,136403,2025-04-14,946,135945,2025-12-29,CH25,855,Delete
23952,Chaim Bernstein,3n27Vqv2OwExmYUaJIIR,36.00,2025-04-14,New Invoice,136403,2025-04-14,946,136159,2025-10-05,New Invoice,946,Delete
28153,Myron Anton,h5cLhSJh44CaxxKGubTr,100.00,2025-04-14,New Invoice,134505,2025-04-14,None,44256,2025-04-07,None,,Delete
28153,Myron Anton,h5cLhSJh44CaxxKGubTr,100.00,2025-04-14,New Invoice,134505,2025-04-14,None,92219,2025-01-06,None,,Delete
28153,Myron Anton,h5cLhSJh44CaxxKGubTr,100.00,2025-04-14,New Invoice,134505,2025-04-14,None,101393,2025-10-02,RH25,475,Transfer campaign then delete
28153,Myron Anton,h5cLhSJh44CaxxKGubTr,100.00,2025-04-14,New Invoice,134505,2025-04-14,None,133155,2025-10-17,None,,Delete
32836,Jacob Schlanger,sRbjGp1RCGYRnyggvuh5,50.00,2025-04-14,New Invoice,136404,2025-04-14,946,100507,2025-04-07,Maos Chitim 2025,470,Delete
32836,Jacob Schlanger,sRbjGp1RCGYRnyggvuh5,50.00,2025-04-14,New Invoice,136404,2025-04-14,946,101306,2025-10-05,RH25,475,Delete
32836,Jacob Schlanger,sRbjGp1RCGYRnyggvuh5,50.00,2025-04-14,New Invoice,136404,2025-04-14,946,136074,2025-10-20,New Invoice,946,Delete
24755,Mr. & Mrs. Elliot Hoffman,7hbigQm4i8GoAHHdC2oM,18.00,2025-04-14,New Invoice,134507,2025-04-14,None,100508,2025-04-07,Maos Chitim 2025,470,Transfer campaign then delete
32247,Mr. & Mrs. Jack Wieder,rCfuLlDNOkZQjxaz2rKm,10.00,2025-04-14,New Invoice,136406,2025-04-14,946,100510,2025-04-07,Maos Chitim 2025,470,Delete
32247,Mr. & Mrs. Jack Wieder,rCfuLlDNOkZQjxaz2rKm,10.00,2025-04-14,New Invoice,136406,2025-04-14,946,132903,2025-10-23,None,,Delete
28986,Mr. & Mrs. Isaac Hans,j8PnWXcRIu72uLTVnvYn,36.00,2025-04-14,New Invoice,136408,2025-04-14,946,100513,2025-04-07,Maos Chitim 2025,470,Delete
28986,Mr. & Mrs. Isaac Hans,j8PnWXcRIu72uLTVnvYn,36.00,2025-04-14,New Invoice,136408,2025-04-14,946,101166,2025-10-30,RH25,475,Delete
28986,Mr. & Mrs. Isaac Hans,j8PnWXcRIu72uLTVnvYn,36.00,2025-04-14,New Invoice,136408,2025-04-14,946,136017,2025-11-05,New Invoice,946,Delete
